No,Codigo,Descripcion,dai,isc,ispc,isv,nivel,nivel-padre,padre,partida
5118,4811.51.91.00,"- - - - En tiras o bobinas (rollos) de anchura superior a 150 mm, o en hojas en las que un lado sea superior a 360 mm y el otro sea superior a 150 mm, medidos sin plegar",0.00,0.00,0.00,0.15,10,6,4811.51.9,"- - - - En tiras o bobinas (rollos) de anchura superior a 150 mm, o en hojas en las que un lado sea superior a 360 mm y el otro sea superior a 150 mm, medidos sin plegar | - - - Otros: | - - Blanqueados, de peso superior a 150 g/m2: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5119,4811.51.92.00,"- - - - En tiras o bobinas (rollos) de anchura inferior o igual a 150 mm, o en hojas en las que un lado sea inferior o igual a 360 mm y el otro sea inferior o igual a 150 mm",0.10,0.00,0.00,0.15,10,6,4811.51.9,"- - - - En tiras o bobinas (rollos) de anchura inferior o igual a 150 mm, o en hojas en las que un lado sea inferior o igual a 360 mm y el otro sea inferior o igual a 150 mm | - - - Otros: | - - Blanqueados, de peso superior a 150 g/m2: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5120,4811.51.99.00,- - - - Los demás,0.10,0.00,0.00,0.15,10,6,4811.51.9,"- - - - Los demás | - - - Otros: | - - Blanqueados, de peso superior a 150 g/m2: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5121,4811.59,- - Los demás:,0.00,0.00,0.00,0.00,4,3,4811.5,"- - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5122,4811.59.1,"- - - Recubiertos, impregnados o revestidos de polietileno, poli(cloruro de vinilideno) (PVDC) o sus copolímeros:",0.00,0.00,0.00,0.00,6,4,4811.59,"- - - Recubiertos, impregnados o revestidos de polietileno, poli(cloruro de vinilideno) (PVDC) o sus copolímeros: | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5123,4811.59.11.00,"- - - - Sin impresión, en tiras o bobinas (rollos) de anchura superior a 150 mm, o en hojas en las que un lado sea superior a 360 mm y el otro sea superior a 150 mm, medidos sin plegar",0.05,0.00,0.00,0.15,10,6,4811.59.1,"- - - - Sin impresión, en tiras o bobinas (rollos) de anchura superior a 150 mm, o en hojas en las que un lado sea superior a 360 mm y el otro sea superior a 150 mm, medidos sin plegar | - - - Recubiertos, impregnados o revestidos de polietileno, poli(cloruro de vinilideno) (PVDC) o sus copolímeros: | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5124,4811.59.12 .00,"- - - - Sin impresión, en tiras o bobinas (rollos) de anchura inferior o igual a 150 mm, o en hojas en las que un lado sea inferior o igual a 360 mm y el otro sea inferior o igual a 150 mm",0.10,0.00,0.00,0.15,11,6,4811.59.1,"- - - - Sin impresión, en tiras o bobinas (rollos) de anchura inferior o igual a 150 mm, o en hojas en las que un lado sea inferior o igual a 360 mm y el otro sea inferior o igual a 150 mm | - - - Recubiertos, impregnados o revestidos de polietileno, poli(cloruro de vinilideno) (PVDC) o sus copolímeros: | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5125,4811.59.13,- - - - Con impresión:,0.00,0.00,0.00,0.00,7,6,4811.59.1,"- - - - Con impresión: | - - - Recubiertos, impregnados o revestidos de polietileno, poli(cloruro de vinilideno) (PVDC) o sus copolímeros: | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5126,4811.59.13.10,"- - - - - Multicapas, elaborado con papel blanqueado y crudo, o solamente crudo, con una hoja de aluminio, recubierto con polietileno, en tiras o bobinas (rollos) de anchura superior a 100 mm, de peso superior o igual a 300 g/m2, con orificio sellado",0.00,0.00,0.00,0.15,10,7,4811.59.13,"- - - - - Multicapas, elaborado con papel blanqueado y crudo, o solamente crudo, con una hoja de aluminio, recubierto con polietileno, en tiras o bobinas (rollos) de anchura superior a 100 mm, de peso superior o igual a 300 g/m2, con orificio sellado | - - - - Con impresión: | - - - Recubiertos, impregnados o revestidos de polietileno, poli(cloruro de vinilideno) (PVDC) o sus copolímeros: | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5127,4811.59.13.90,- Otros,0.10,0.00,0.00,0.15,10,7,4811.59.13,"- Otros | - - - - Con impresión: | - - - Recubiertos, impregnados o revestidos de polietileno, poli(cloruro de vinilideno) (PVDC) o sus copolímeros: | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5128,4811.59.19.00,- - - - Los demás,0.10,0.00,0.00,0.15,10,6,4811.59.1,"- - - - Los demás | - - - Recubiertos, impregnados o revestidos de polietileno, poli(cloruro de vinilideno) (PVDC) o sus copolímeros: | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5129,4811.59.20.00,"- - - Cubresuelos con soporte de papel o cartón, incluso recortados",0.10,0.00,0.00,0.15,10,4,4811.59,"- - - Cubresuelos con soporte de papel o cartón, incluso recortados | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5130,4811.59.9,- - - Otros:,0.00,0.00,0.00,0.00,6,4,4811.59,"- - - Otros: | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5131,4811.59.91.00,"- - - - En tiras o bobinas (rollos) de anchura superior a 150 mm, o en hojas en las que un lado sea superior a 360 mm y el otro sea superior a 150 mm, medidos sin plegar",0.00,0.00,0.00,0.15,10,6,4811.59.9,"- - - - En tiras o bobinas (rollos) de anchura superior a 150 mm, o en hojas en las que un lado sea superior a 360 mm y el otro sea superior a 150 mm, medidos sin plegar | - - - Otros: | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5132,4811.59.92.00,"- - - - En tiras o bobinas (rollos) de anchura inferior o igual a 150 mm, o en hojas en las que un lado sea inferior o igual a 360 mm y el otro sea inferior o igual a 150 mm",0.10,0.00,0.00,0.15,10,6,4811.59.9,"- - - - En tiras o bobinas (rollos) de anchura inferior o igual a 150 mm, o en hojas en las que un lado sea inferior o igual a 360 mm y el otro sea inferior o igual a 150 mm | - - - Otros: | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5133,4811.59.99.00,- - - - Los demás,0.10,0.00,0.00,0.15,10,6,4811.59.9,"- - - - Los demás | - - - Otros: | - - Los demás: | - Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos): | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5134,4811.60.00.00,"- Papel y cartón recubiertos, impregnados o revestidos de cera, parafina, estearina, aceite o glicerol",0.10,0.00,0.00,0.15,10,1,4811,"- Papel y cartón recubiertos, impregnados o revestidos de cera, parafina, estearina, aceite o glicerol | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5135,4811.9,"- Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa:",0.00,0.00,0.00,0.00,3,1,4811,"- Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa: | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5136,4811.90.30.00,- - Papeles denominados “continuos”,0.15,0.00,0.00,0.15,10,3,4811.9,"- - Papeles denominados “continuos” | - Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa: | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5137,4811.90.40.00,"- - Papel resistente a las grasas (“greaseproof”),
impreso",0.10,0.00,0.00,0.15,10,3,4811.9,"- - Papel resistente a las grasas (“greaseproof”),
impreso | - Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa: | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5138,4811.90.50.00,"- - Cubresuelos con soporte de papel o cartón, incluso recortados",0.10,0.00,0.00,0.15,10,3,4811.9,"- - Cubresuelos con soporte de papel o cartón, incluso recortados | - Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa: | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5139,4811.90.9,- - Otros:,0.00,0.00,0.00,0.00,6,3,4811.9,"- - Otros: | - Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa: | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5140,4811.90.91.00,"- - - En tiras o bobinas (rollos) de anchura superior a 150 mm, o en hojas en las que un
lado sea superior a 360 mm y el otro sea superior a 150 mm, medidos sin plegar",0.00,0.00,0.00,0.15,10,6,4811.90.9,"- - - En tiras o bobinas (rollos) de anchura superior a 150 mm, o en hojas en las que un
lado sea superior a 360 mm y el otro sea superior a 150 mm, medidos sin plegar | - - Otros: | - Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa: | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5141,4811.90.92.00,"- - - En tiras o bobinas (rollos) de anchura inferior o igual a 150 mm, o en hojas en las que un lado sea inferior o igual a 360 mm y el otro sea inferior o igual a 150 mm",0.10,0.00,0.00,0.15,10,6,4811.90.9,"- - - En tiras o bobinas (rollos) de anchura inferior o igual a 150 mm, o en hojas en las que un lado sea inferior o igual a 360 mm y el otro sea inferior o igual a 150 mm | - - Otros: | - Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa: | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5142,4811.90.99.00,- - - Los demás,0.10,0.00,0.00,0.15,10,6,4811.90.9,"- - - Los demás | - - Otros: | - Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa: | Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10"
5143,4812.00.00.00,"BLOQUES Y PLACAS, FILTRANTES, DE PASTA DE PAPEL",0.00,0.00,0.00,0.15,10,0,,#N/A
5144,4813,"PAPEL DE FUMAR, INCLUSO CORTADO AL TAMAÑO ADECUADO, EN LIBRILLOS O EN TUBOS",0.00,0.00,0.00,0.00,1,0,,"Papel de fumar, incluso cortado al tamaño adecuado, en librillos o en tubos"
5145,4813.10.00.00,- En librillos o en tubos,0.00,0.00,0.00,0.15,10,1,4813,"- En librillos o en tubos | Papel de fumar, incluso cortado al tamaño adecuado, en librillos o en tubos"
5146,4813.20.00.00,- En bobinas (rollos) de anchura inferior o igual a 5 cm,0.00,0.00,0.00,0.15,10,1,4813,"- En bobinas (rollos) de anchura inferior o igual a 5 cm | Papel de fumar, incluso cortado al tamaño adecuado, en librillos o en tubos"
5147,4813.90.00.00,- Los demás,0.00,0.00,0.00,0.15,10,1,4813,"- Los demás | Papel de fumar, incluso cortado al tamaño adecuado, en librillos o en tubos"
5148,4814,PAPEL PARA DECORAR Y REVESTIMIENTOS SIMILARES DE PAREDES; PAPEL PARA VIDRIERAS,0.00,0.00,0.00,0.00,1,0,,Papel para decorar y revestimientos similares de paredes; papel para vidrieras
5149,4814.20.00.00,"- Papel para decorar y revestimientos similares de paredes, constituidos por papel recubierto o revestido, en la cara vista, con una capa de plástico graneada, gofrada, coloreada, impresa con motivos o decorada de otro modo",0.10,0.10,0.00,0.15,10,1,4814,"- Papel para decorar y revestimientos similares de paredes, constituidos por papel recubierto o revestido, en la cara vista, con una capa de plástico graneada, gofrada, coloreada, impresa con motivos o decorada de otro modo | Papel para decorar y revestimientos similares de paredes; papel para vidrieras"
5150,4814.9,- Los demás:,0.00,0.00,0.00,0.00,3,1,4814,- Los demás: | Papel para decorar y revestimientos similares de paredes; papel para vidrieras
5151,4814.90.10.00,"- - Papel para decorar y revestimientos similares de paredes, constituidos por papel revestido en la cara vista con materia trenzable, incluso tejida en forma plana o paralelizada",0.10,0.10,0.00,0.15,10,3,4814.9,"- - Papel para decorar y revestimientos similares de paredes, constituidos por papel revestido en la cara vista con materia trenzable, incluso tejida en forma plana o paralelizada | - Los demás: | Papel para decorar y revestimientos similares de paredes; papel para vidrieras"
5152,4814.90.20.00,"- - Papel granito (""ingrain"")",0.10,0.10,0.00,0.15,10,3,4814.9,"- - Papel granito (""ingrain"") | - Los demás: | Papel para decorar y revestimientos similares de paredes; papel para vidrieras"
5153,4814.90.90.00,- - Otros,0.10,0.10,0.00,0.15,10,3,4814.9,- - Otros | - Los demás: | Papel para decorar y revestimientos similares de paredes; papel para vidrieras
5154,4816,"PAPEL CARBÓN (CARBÓNICO), PAPEL AUTOCOPIA Y DEMÁS PAPELES PARA COPIAR O TRANSFERIR (EXCEPTO LOS DE LA
PARTIDA 48.09), CLISÉS DE MIMEÓGRAFO (""STENCILS"") COMPLETOS Y PLANCHAS OFFSET, DE PAPEL, INCLUSO ACONDICIONADOS EN CAJAS",0.00,0.00,0.00,0.00,1,0,,"Papel carbón (carbónico), papel autocopia y demás papeles para copiar o transferir (excepto los de la
partida 48.09), clisés de mimeógrafo (""stencils"") completos y planchas offset, de papel, incluso acondicionados en cajas"
5155,4816.20.00.00,- Papel autocopia,0.00,0.00,0.00,0.15,10,1,4816,"- Papel autocopia | Papel carbón (carbónico), papel autocopia y demás papeles para copiar o transferir (excepto los de la
partida 48.09), clisés de mimeógrafo (""stencils"") completos y planchas offset, de papel, incluso acondicionados en cajas"
5156,4816.9,- Los demás:,0.00,0.00,0.00,0.00,3,1,4816,"- Los demás: | Papel carbón (carbónico), papel autocopia y demás papeles para copiar o transferir (excepto los de la
partida 48.09), clisés de mimeógrafo (""stencils"") completos y planchas offset, de papel, incluso acondicionados en cajas"
5157,4816.90.10.00,- - Papel carbón (carbónico) y papeles similares,0.10,0.00,0.00,0.15,10,3,4816.9,"- - Papel carbón (carbónico) y papeles similares | - Los demás: | Papel carbón (carbónico), papel autocopia y demás papeles para copiar o transferir (excepto los de la
partida 48.09), clisés de mimeógrafo (""stencils"") completos y planchas offset, de papel, incluso acondicionados en cajas"
5158,4816.90.2,"- - Clisés de mimeógrafo (“stenciles”)
completos:",0.00,0.00,0.00,0.00,6,3,4816.9,"- - Clisés de mimeógrafo (“stenciles”)
completos: | - Los demás: | Papel carbón (carbónico), papel autocopia y demás papeles para copiar o transferir (excepto los de la
partida 48.09), clisés de mimeógrafo (""stencils"") completos y planchas offset, de papel, incluso acondicionados en cajas"
5159,4816.90.21.00,- - - De transferencia térmica,0.00,0.00,0.00,0.15,10,6,4816.90.2,"- - - De transferencia térmica | - - Clisés de mimeógrafo (“stenciles”)
completos: | - Los demás: | Papel carbón (carbónico), papel autocopia y demás papeles para copiar o transferir (excepto los de la
partida 48.09), clisés de mimeógrafo (""stencils"") completos y planchas offset, de papel, incluso acondicionados en cajas"
5160,4816.90.29.00,- - - Los demás,0.10,0.00,0.00,0.15,10,6,4816.90.2,"- - - Los demás | - - Clisés de mimeógrafo (“stenciles”)
completos: | - Los demás: | Papel carbón (carbónico), papel autocopia y demás papeles para copiar o transferir (excepto los de la
partida 48.09), clisés de mimeógrafo (""stencils"") completos y planchas offset, de papel, incluso acondicionados en cajas"
5161,4816.90.90.00,- - Otros,0.00,0.00,0.00,0.15,10,3,4816.9,"- - Otros | - Los demás: | Papel carbón (carbónico), papel autocopia y demás papeles para copiar o transferir (excepto los de la
partida 48.09), clisés de mimeógrafo (""stencils"") completos y planchas offset, de papel, incluso acondicionados en cajas"
5162,4817,"SOBRES, SOBRES CARTA, TARJETAS POSTALES SIN ILUSTRAR Y TARJETAS PARA CORRESPONDENCIA, DE PAPEL O CARTÓN; CAJAS, BOLSAS Y PRESENTACIONES SIMILARES, DE PAPEL O CARTÓN, CON UN SURTIDO DE ARTÍCULOS DE CORRESPONDENCIA",0.00,0.00,0.00,0.00,1,0,,"Sobres, sobres carta, tarjetas postales sin ilustrar y tarjetas para correspondencia, de papel o cartón; cajas, bolsas y presentaciones similares, de papel o cartón, con un surtido de artículos de correspondencia"
5163,4817.10.00.00,- Sobres,0.15,0.00,0.00,0.15,10,1,4817,"- Sobres | Sobres, sobres carta, tarjetas postales sin ilustrar y tarjetas para correspondencia, de papel o cartón; cajas, bolsas y presentaciones similares, de papel o cartón, con un surtido de artículos de correspondencia"
5164,4817.20.00.00,"- Sobres carta, tarjetas postales sin ilustrar y tarjetas para correspondencia",0.15,0.00,0.00,0.15,10,1,4817,"- Sobres carta, tarjetas postales sin ilustrar y tarjetas para correspondencia | Sobres, sobres carta, tarjetas postales sin ilustrar y tarjetas para correspondencia, de papel o cartón; cajas, bolsas y presentaciones similares, de papel o cartón, con un surtido de artículos de correspondencia"
5165,4817.30.00.00,"- Cajas, bolsas y presentaciones similares de papel o cartón, con un surtido de artículos de correspondencia",0.15,0.00,0.00,0.15,10,1,4817,"- Cajas, bolsas y presentaciones similares de papel o cartón, con un surtido de artículos de correspondencia | Sobres, sobres carta, tarjetas postales sin ilustrar y tarjetas para correspondencia, de papel o cartón; cajas, bolsas y presentaciones similares, de papel o cartón, con un surtido de artículos de correspondencia"
5166,4818,"PAPEL DEL TIPO UTILIZADO PARA PAPEL HIGIÉNICO Y PAPELES SIMILARES, GUATA DE CELULOSA O NAPA DE FIBRAS DE CELULOSA, DE LOS TIPOS UTILIZADOS PARA FINES DOMÉSTICOS O SANITARIOS, EN BOBINAS (ROLLOS) DE UNA ANCHURA INFERIOR O IGUAL A 36 cm O CORTADOS EN FORMATO; PAÑUELOS, TOALLITAS PARA DESMAQUILLAR, TOALLAS, MANTELES, SERVILLETAS, SÁBANAS Y ARTÍCULOS
SIMILARES PARA USO DOMÉSTICO, DE TOCADOR, HIGÍENICO O DE HOSPITAL, PRENDAS Y COMPLEMENTOS (ACCESORIOS), DE VESTIR, DE PASTA DE PAPEL, PAPEL, GUATA DE CELULOSA O NAPA DE FIBRAS DE CELULOSA",0.00,0.00,0.00,0.00,1,0,,"Papel del tipo utilizado para papel higiénico y papeles similares, guata de celulosa o napa de fibras de celulosa, de los tipos utilizados para fines domésticos o sanitarios, en bobinas (rollos) de una anchura inferior o igual a 36 cm o cortados en formato; pañuelos, toallitas para desmaquillar, toallas, manteles, servilletas, sábanas y artículos
similares para uso doméstico, de tocador, higíenico o de hospital, prendas y complementos (accesorios), de vestir, de pasta de papel, papel, guata de celulosa o napa de fibras de celulosa"
5167,4818.10.00.00,- Papel higiénico,0.15,0.00,0.00,0.15,10,1,4818,"- Papel higiénico | Papel del tipo utilizado para papel higiénico y papeles similares, guata de celulosa o napa de fibras de celulosa, de los tipos utilizados para fines domésticos o sanitarios, en bobinas (rollos) de una anchura inferior o igual a 36 cm o cortados en formato; pañuelos, toallitas para desmaquillar, toallas, manteles, servilletas, sábanas y artículos
similares para uso doméstico, de tocador, higíenico o de hospital, prendas y complementos (accesorios), de vestir, de pasta de papel, papel, guata de celulosa o napa de fibras de celulosa"
5168,4818.20.00.00,"- Pañuelos, toallitas de desmaquillar y toallas",0.15,0.00,0.00,0.15,10,1,4818,"- Pañuelos, toallitas de desmaquillar y toallas | Papel del tipo utilizado para papel higiénico y papeles similares, guata de celulosa o napa de fibras de celulosa, de los tipos utilizados para fines domésticos o sanitarios, en bobinas (rollos) de una anchura inferior o igual a 36 cm o cortados en formato; pañuelos, toallitas para desmaquillar, toallas, manteles, servilletas, sábanas y artículos
similares para uso doméstico, de tocador, higíenico o de hospital, prendas y complementos (accesorios), de vestir, de pasta de papel, papel, guata de celulosa o napa de fibras de celulosa"
5169,4818.30.00.00,- Manteles y servilletas,0.15,0.00,0.00,0.15,10,1,4818,"- Manteles y servilletas | Papel del tipo utilizado para papel higiénico y papeles similares, guata de celulosa o napa de fibras de celulosa, de los tipos utilizados para fines domésticos o sanitarios, en bobinas (rollos) de una anchura inferior o igual a 36 cm o cortados en formato; pañuelos, toallitas para desmaquillar, toallas, manteles, servilletas, sábanas y artículos
similares para uso doméstico, de tocador, higíenico o de hospital, prendas y complementos (accesorios), de vestir, de pasta de papel, papel, guata de celulosa o napa de fibras de celulosa"
5170,4818.50.00.00,"- Prendas y complementos (accesorios), de vestir",0.15,0.00,0.00,0.15,10,1,4818,"- Prendas y complementos (accesorios), de vestir | Papel del tipo utilizado para papel higiénico y papeles similares, guata de celulosa o napa de fibras de celulosa, de los tipos utilizados para fines domésticos o sanitarios, en bobinas (rollos) de una anchura inferior o igual a 36 cm o cortados en formato; pañuelos, toallitas para desmaquillar, toallas, manteles, servilletas, sábanas y artículos
similares para uso doméstico, de tocador, higíenico o de hospital, prendas y complementos (accesorios), de vestir, de pasta de papel, papel, guata de celulosa o napa de fibras de celulosa"
5171,4818.9,- Los demás:,0.00,0.00,0.00,0.00,3,1,4818,"- Los demás: | Papel del tipo utilizado para papel higiénico y papeles similares, guata de celulosa o napa de fibras de celulosa, de los tipos utilizados para fines domésticos o sanitarios, en bobinas (rollos) de una anchura inferior o igual a 36 cm o cortados en formato; pañuelos, toallitas para desmaquillar, toallas, manteles, servilletas, sábanas y artículos
similares para uso doméstico, de tocador, higíenico o de hospital, prendas y complementos (accesorios), de vestir, de pasta de papel, papel, guata de celulosa o napa de fibras de celulosa"
